-,-,-
344.97,-701.54,817.50
541.02,-574.95,179.81
448.73,-565.67,301.03
36.13,-522.09,1342.29
328.74,-566.28,1125.12
344.97,-701.54,817.50
469.97,-688.72,614.99
448.73,-565.67,301.03
541.02,-574.95,179.81
675.42,-693.73,-296.51
811.40,-735.47,-649.41
1745.00,-1530.15,-3051.76
2558.72,-1697.02,-2103.52
199.10,-1262.08,-235.47
1955.20,-95.70,-66.89
66.28,3999.51,2901.25
-1394.04,1423.10,-287.96
467.77,-1086.91,-247.31
1275.39,-253.30,175.42
-213.87,-1080.08,48.46
1086.06,-1175.78,-43.82
730.22,-902.95,304.20
863.77,-864.50,138.67
314.70,-184.33,963.87
747.68,-463.38,842.53
-293.82,-367.19,525.88
453.98,-557.01,833.25
53.47,-787.72,468.75
211.43,-817.02,740.72
1898.56,-1468.75,502.69
459.23,-289.31,1034.55
-491.82,-204.10,862.43
417.97,-487.67,648.68
248.41,-555.91,1078.86
696.66,-521.73,771.36
218.02,-440.31,891.97
217.41,-615.60,735.23
243.16,-624.02,1043.82
343.14,-692.26,712.65
33.08,-707.03,1036.01
-,-,-
377.81,-598.14,704.96
495.61,-253.30,1054.08
840.45,-758.54,998.05
-100.46,-740.11,1411.87
1101.68,-630.86,1009.52
404.05,-624.02,823.49
338.26,-605.47,554.93
320.07,-761.35,708.25
569.46,-608.76,326.90
540.77,-653.93,-468.75
906.98,-680.66,-324.83
1134.89,-791.87,-1009.28
1860.11,-1936.16,-2700.68
1953.49,-1672.61,-2031.49
-1536.25,-1648.44,-1477.42
1238.28,3888.18,167.48
1571.17,2185.67,179.44
329.96,-792.97,-274.54
1175.90,-12.33,-140.50
612.92,-262.82,62.01
-112.06,-769.17,86.43
834.47,-175.54,203.49
569.34,-313.72,124.51
187.01,-132.81,8.30
659.79,-550.78,669.43
370.73,-1279.91,619.14
608.28,-491.58,1052.12
219.36,-925.42,1087.16
149.41,-698.00,1403.93
-269.17,-704.59,1510.86
-108.52,-531.62,1451.78
-1223.14,-302.49,1028.08
1589.48,-21.12,1260.38
-326.66,-556.27,1162.48
-58.96,-416.38,1025.88
323.24,-424.07,1063.11
-115.72,-261.84,1086.43
-8.79,-271.85,1014.16
61.89,-249.63,1015.26
85.69,-249.27,962.28
-,-,-
1095.70,-739.38,1057.13
-489.99,-373.66,987.30
351.07,-661.74,930.54
581.30,-750.85,1598.02
101.07,-776.86,1117.92
388.18,-719.97,1114.62
213.75,-637.33,938.84
183.47,-621.46,472.53
463.87,-621.83,61.52
626.34,-568.97,-160.77
791.75,-775.02,-872.68
974.24,-1160.89,-989.99
1480.22,-1286.62,-1911.99
2554.08,-1809.20,-2509.03
194.58,-1319.70,-453.49
1278.69,2816.28,757.08
224.00,2289.79,-447.63
-963.26,784.91,-235.11
1118.16,-492.68,414.55
611.33,-641.72,-241.82
633.06,-869.87,-134.89
356.93,-404.05,417.60
589.72,-320.68,425.29
1.59,-716.19,398.80
1035.52,-425.78,951.05
304.93,-882.20,644.65
321.78,-876.71,1106.32
-69.82,-1128.17,875.49
76.90,-698.49,1243.90
-44.31,-973.14,816.41
-1444.70,-327.88,1002.44
1304.69,-343.38,1024.90
-1701.05,8.91,1039.31
332.64,-631.47,1080.93
56.27,-514.04,1001.22
21.73,-511.96,973.27
53.22,-465.82,966.92
-16.85,-420.17,1057.50
4.39,-365.97,925.78
339.36,-414.79,961.79
-,-,-
1091.67,-493.29,948.97
48.71,-521.12,1442.99
598.63,-616.58,1010.62
222.41,-450.44,1406.62
86.67,-544.92,876.22
488.65,-843.02,500.49
420.17,-562.50,392.09
445.31,-578.12,-58.23
560.30,-597.90,-409.67
713.75,-611.45,-587.16
1126.34,-1143.92,-1523.80
2269.04,-1668.09,-2777.71
633.91,-1003.17,-652.95
-1283.08,-597.53,1174.19
1690.31,3883.06,-1630.13
-2877.69,2003.78,491.46
1064.58,-261.84,-214.60
731.08,-1417.97,975.34
931.76,-656.74,605.22
265.75,-787.72,657.35
468.75,-567.38,1053.22
521.73,-1093.14,591.92
494.38,-342.77,749.02
151.61,-101.93,963.99
-654.66,-140.75,575.81
689.58,-370.85,714.23
-106.57,-437.26,734.99
526.61,-305.66,784.79
255.25,-581.79,778.20
629.27,-309.81,829.59
480.10,-470.46,914.92
256.47,-454.59,845.83
235.96,-454.71,875.00
130.86,-532.10,819.82
589.11,-461.79,866.94
-56.40,-618.65,855.83
493.41,-574.34,886.84
213.75,-655.64,943.60
286.87,-695.43,830.32
242.07,-554.08,978.39
-,-,-
1008.30,-532.23,1059.20
437.50,-580.69,1321.53
655.03,-479.98,1126.71
143.31,-430.30,1420.04
212.77,-656.13,948.36
318.85,-627.93,707.64
392.58,-652.47,467.53
635.86,-551.76,90.45
556.40,-691.28,-352.78
957.64,-765.01,-977.29
891.36,-1205.93,-806.52
2315.92,-1563.23,-3229.37
-34.67,-1713.01,-797.61
571.90,233.89,42.85
-3999.51,3999.51,2230.96
104.49,1163.09,-52.98
359.99,-162.48,-455.08
766.24,-511.72,-46.39
455.20,-699.46,-334.84
394.90,-420.41,202.51
567.26,-217.90,332.52
227.66,-114.99,493.90
335.33,-588.87,658.57
389.16,-131.47,711.18
-477.66,-935.79,985.72
859.99,-304.44,1159.06
-842.90,-501.22,1159.18
314.33,-598.88,1377.32
-70.80,-500.61,1495.12
-268.31,-395.26,1624.27
3615.97,-311.28,718.14
-126.95,-109.50,1204.10
-498.66,-265.38,1192.99
199.95,-119.63,1167.11
26.25,-109.37,988.53
88.87,-112.06,1036.38
119.14,-128.05,939.58
195.80,-74.71,1021.97
148.56,-28.44,1020.51
58.59,-82.03,953.61
